학년도,년도,월,날짜,일정명
2021,2022,1,01.19 (수) ~ 01.21 (금),재학생 전과 신청
2021,2022,1,01.31 (월),설날
2021,2022,2,02.01 (화),설날
2021,2022,2,02.02 (수),설날
2021,2022,2,02.04 (금),[교무위원회] 졸업·진급·입학 사정회 11:00
2021,2022,2,02.07 (월) ~ 02.09 (수),휴학원서 접수
2021,2022,2,02.08 (화),정시모집 합격자 발표
2021,2022,2,02.09 (수) ~ 02.11 (금),정시 신입생 등록
2021,2022,2,02.09 (수),재입학 등록
2021,2022,2,02.14 (월) ~ 02.16 (수),정원외 모집 원서 추가접수
2021,2022,2,02.14 (월) ~ 02.15 (화),[2•3학년] 1학기 수강 신청
2021,2022,2,02.15 (화) ~ 02.16 (수),재학생•복학생 등록
2021,2022,2,02.17 (목) ~ 02.18 (금),등록금 분할납부(1회차)
2021,2022,2,02.17 (목) ~ 02.18 (금),[1학년•전공심화] 1학기 수강 신청
2021,2022,2,02.18 (금),제53회 학위수여식 11:00
2021,2022,2,02.21 (월),[교무위원회] 입학 사정회 11:00
2021,2022,2,02.25 (금),신입생 입학식 O.T
2022,2022,3,03.01 (화),삼일절
2022,2022,3,03.02 (수),[2022학년도 1학기] 개강
2022,2022,3,03.07 (월) ~ 03.08 (화),수강신청 정정
2022,2022,3,03.09 (수),대통령 선거 ⇒ 보강일 : 6. 8(수)
2022,2022,3,03.10 (목) ~ 03.11 (금),등록금 분할납부(2회차)
2022,2022,3,03.11 (금),졸업보류 등록
2022,2022,3,03.14 (월) ~ 03.15 (화),조기졸업 신청
2022,2022,3,03.18 (금),복학 만료일
2022,2022,3,03.31 (목) ~ 04.06 (수),1차 강의평가
2022,2022,3,03.31 (목),학기개시 30일 경과
2022,2022,4,04.05 (화) ~ 04.06 (수),등록금 분할납부(3회차)
2022,2022,4,04.21 (목) ~ 04.27 (수),중간고사
2022,2022,4,04.30 (토),학기개시 60일 경과
2022,2022,5,05.01 (일),근로자의 날
2022,2022,5,05.03 (화) ~ 05.04 (수),등록금 분할납부(4회차)
2022,2022,5,05.05 (목),어린이날 ⇒ 보강일 : 6. 9(목)
2022,2022,5,05.08 (일),부처님 오신날
2022,2022,5,05.11 (수) ~ 05.13 (금),3년제 학과 수업연한 연장 신청
2022,2022,5,05.19 (목),노들체전
2022,2022,5,05.20 (금),개교기념일 ⇒ 보강일 : 6. 10(금)
2022,2022,5,05.24 (화),"1학기 수업일수 3/4 경과, 일반휴학 종료"
2022,2022,5,05.30 (월),학기개시 90일 경과
2022,2022,6,06.01 (수),지방선거 ⇒ 보강일 : 6. 14(화)
2022,2022,6,06.06 (월),현충일 ⇒ 보강일 : 6. 13(월)
2022,2022,6,06.08 (수),보강일 : 대통령선거[3. 9(수)] 보강일
2022,2022,6,06.09 (목),보강일 : 어린이날[5. 5(목)] 보강일
2022,2022,6,06.10 (금),보강일 : 개교기념일[5. 20(금)] 보강일
2022,2022,6,06.13 (월),보강일 : 현충일[6. 6(월)] 보강일
2022,2022,6,06.14 (화),보강일 : 지방선거[6. 1(수)] 보강일
2022,2022,6,06.15 (수) ~ 06.21 (화),기말고사
2022,2022,6,06.22 (수),하계방학 및 현장실습[6. 22(수) ~ 8. 31(수)]
2022,2022,6,06.22 (수) ~ 07.01 (금),"강의평가[6. 22(수) ~ 7. 1(금), 17:00]"
2022,2022,6,06.22 (수) ~ 06.28 (화),"성적입력[6. 22(수) ~ 6. 28(화), 24:00까지]"
2022,2022,6,06.29 (수) ~ 07.01 (금),"성적열람 및 이의 신청[6. 29(수) ~ 7. 1(금), 17:00]"
2022,2022,7,07.01 (금),[2022학년도 1학기] 성적 확정 18:00
2022,2022,7,07.04 (월) ~ 07.05 (화),[교내 교과목] 계절학기 수강 신청
2022,2022,7,07.06 (수) ~ 07.07 (목),[교내 교과목] 계절학기 등록
2022,2022,7,07.11 (월) ~ 07.13 (수),학점•학기포기 신청
2022,2022,7,07.11 (월) ~ 07.22 (금),[교내 교과목] 계절학기 설강
2022,2022,7,07.14 (목),성적이수표 발송
2022,2022,7,07.18 (월) ~ 07.20 (수),복학원서 접수
2022,2022,7,07.25 (월) ~ 07.27 (수),[2022학년도 2학기] 재입학 원서 접수
2022,2022,7,07.25 (월) ~ 07.27 (수),재학생 전과 신청
2022,2022,7,07.27 (수),[교내 교과목] 계절학기 성적 확정 15:00
2022,2022,8,08.01 (월) ~ 08.03 (수),휴학원서 접수
2022,2022,8,08.05 (금),[교무위원회] 후기 졸업사정회
2022,2022,8,08.10 (수),재입학 등록
2022,2022,8,08.15 (월),광복절
2022,2022,8,08.16 (화) ~ 08.17 (수),[2•3학년] 2학기 수강 신청
2022,2022,8,08.16 (화) ~ 08.17 (수),재학생•복학생 등록
2022,2022,8,08.18 (목) ~ 08.19 (금),[1학년•전공심화] 2학기 수강 신청
2022,2022,8,08.18 (목) ~ 08.19 (금),등록금 분할납부(1회차)
2022,2022,8,08.19 (금),후기 학위수여식
2022,2022,9,09.01 (목),[2022학년도 2학기] 개강
2022,2022,9,09.06 (화) ~ 09.07 (수),수강신청 정정
2022,2022,9,09.09 (금),추석연휴 ⇒ 보강일 : 12. 9(금)
2022,2022,9,09.10 (토),추석
2022,2022,9,09.12 (월),추석 대체휴무 ⇒ 보강일 : 10. 4(화)
2022,2022,9,09.13 (화) ~ 09.14 (수),등록금 분할납부(2회차)
2022,2022,9,09.13 (화),수시 1차 모집 원서 접수[9. 13(화) ~ 10. 6(목)]
2022,2022,9,09.13 (화),졸업보류 등록
2022,2022,9,09.16 (금),복학 만료일
2022,2022,9,09.22 (목) ~ 09.23 (금),노들축제
2022,2022,9,09.29 (목) ~ 10.05 (수),1차 강의평가
2022,2022,9,09.30 (금),학기개시 30일 경과
2022,2022,10,10.03 (월),개천절 ⇒ 보강일 : 10. 13(목)
2022,2022,10,10.04 (화),보강일 : 추석 대체휴무[9. 12(월)] 보강일
2022,2022,10,10.04 (화) ~ 10.07 (금),2022 동양미래EXPO(제40회 학생졸업작품 전시회)
2022,2022,10,10.05 (수) ~ 10.06 (목),등록금 분할납부(3회차)
2022,2022,10,10.09 (일),한글날
2022,2022,10,10.10 (월),한글날 대체휴무 ⇒ 보강일 : 12. 12(월)
2022,2022,10,10.13 (목),보강일 : 개천절[10. 3(월)] 보강일
2022,2022,10,10.26 (수) ~ 11.01 (화),중간고사
2022,2022,10,10.30 (일),학기개시 60일 경과
2022,2022,10,10.31 (월),[교무위원회] 입학 사정회 11:00
2022,2022,11,11.01 (화),수시 1차 모집 합격자 발표
2022,2022,11,11.01 (화) ~ 11.02 (수),등록금 분할납부(4회차)
2022,2022,11,11.07 (월) ~ 11.21 (월),수시 2차 모집 원서 접수[11. 7(월) ~ 11. 21(월)]
2022,2022,11,11.24 (목),"2학기 수업일수 3/4 경과, 일반휴학 종료"
2022,2022,11,11.29 (화),학기개시 90일 경과
2022,2022,12,12.08 (목),보강일 : [10. 13(목)] 보강일
2022,2022,12,12.09 (금),보강일 : 추석[9. 9(금)] 보강일
2022,2022,12,12.12 (월),[교무위원회] 입학 사정회 11:00
2022,2022,12,12.12 (월),보강일 : 한글날 대체휴무[10. 10(월)] 보강일
2022,2022,12,12.13 (화),보강일 : [10. 4(화)] 보강일
2022,2022,12,12.13 (화),수시 2차 모집 합격자 발표
2022,2022,12,12.14 (수) ~ 12.20 (화),기말고사
2022,2022,12,12.16 (금) ~ 12.19 (월),수시예치금 등록
2022,2022,12,12.21 (수) ~ 12.30 (금),"강의평가[12. 21(수) ~ 12. 30(금), 17:00]"
2022,2022,12,12.21 (수) ~ 12.27 (화),"성적입력[12. 21(수) ~ 12. 27(화), 24:00]"
2022,2022,12,12.21 (수),동계방학[12. 21(수) ~ 2. 28(화)
2022,2022,12,12.25 (일),성탄절
2022,2022,12,12.28 (수) ~ 12.30 (금),"성적열람 및 이의 신청[12. 28(수) ~ 12. 30(금), 17:00]"
2022,2022,12,12.29 (목) ~ 01.12 (목),정시모집 원서 접수[12. 29(목) ~ 1. 12(목)
2022,2022,12,12.30 (금),[2022학년도 2학기] 성적 확정 18:00
2022,2023,1,01.01 (일),신정
2022,2023,1,01.02 (월),시무식
2022,2023,1,01.02 (월) ~ 01.03 (화),[교내 교과목] 계절학기 수강 신청
2022,2023,1,01.04 (수) ~ 01.05 (목),[교내 교과목] 계절학기 등록
2022,2023,1,01.05 (목),성적이수표 발송
2022,2023,1,01.09 (월) ~ 01.20 (금),[교내 교과목] 계절학기 설강
2022,2023,1,01.09 (월) ~ 01.11 (수),학점•학기포기 신청
2022,2023,1,01.16 (월) ~ 01.18 (수),복학원서 접수
2022,2023,1,01.19 (목) ~ 01.20 (금),[2023학년도 1학기] 재입학 원서 접수
2022,2023,1,01.19 (목) ~ 01.20 (금),재학생 전과 신청
2022,2023,1,01.22 (일),설날
2022,2023,1,01.23 (월),설날 연휴
2022,2023,1,01.24 (화),설날 대체휴무
2022,2023,1,01.27 (금),[교내 교과목] 계절학기 성적 확정 15:00
2022,2023,2,02.01 (수) ~ 02.03 (금),휴학원서 접수
2022,2023,2,02.03 (금),[교무위원회] 졸업·진급·입학 사정회 11:00
2022,2023,2,02.06 (월),정시모집 합격자 발표
2022,2023,2,02.07 (화) ~ 02.09 (목),정시 신입생 등록
2022,2023,2,02.08 (수),재입학 등록
2022,2023,2,02.13 (월) ~ 02.15 (수),정원외 모집 원서 추가접수
2022,2023,2,02.13 (월) ~ 02.14 (화),[2•3학년] 1학기 수강 신청
2022,2023,2,02.14 (화) ~ 02.15 (수),재학생•복학생 등록
2022,2023,2,02.16 (목) ~ 02.17 (금),[1학년•전공심화] 1학기 수강 신청
2022,2023,2,02.16 (목) ~ 02.17 (금),등록금 분할납부(1회차)
2022,2023,2,02.17 (금),제54회 학위수여식 11:00
2022,2023,2,02.20 (월),[교무위원회] 입학 사정회 11:00
2022,2023,2,02.24 (금),신입생 입학식 및 O.T
2023,2023,3,03.01 (수),삼일절
2023,2023,3,03.02 (목),[2023학년도 1학기] 개강
2023,2023,3,03.07 (화) ~ 03.08 (수),수강신청 정정
2023,2023,3,03.08 (수) ~ 03.09 (목),등록금 분할납부(2회차)
2023,2023,3,03.09 (목),졸업보류 등록
2023,2023,3,03.15 (수) ~ 03.17 (금),조기졸업 신청
2023,2023,3,03.17 (금),복학 만료일
2023,2023,3,03.30 (목) ~ 04.05 (수),1차 강의평가
2023,2023,3,03.31 (금),학기개시 30일 경과
2023,2023,4,04.05 (수) ~ 04.06 (목),등록금 분할납부(3회차)
2023,2023,4,04.20 (목) ~ 04.26 (수),중간고사
2023,2023,4,04.26 (수) ~ 04.28 (금),3년제 학과 수업연한 연장 신청
2023,2023,4,04.30 (일),학기개시 60일 경과
2023,2023,5,05.01 (월),근로자의 날 ⇒ 보강일 : 6. 8.(목)
2023,2023,5,05.02 (화) ~ 05.03 (수),등록금 분할납부(4회차)
2023,2023,5,05.05 (금),어린이날 ⇒ 보강일 : 6. 9.(금)
2023,2023,5,05.18 (목) ~ 05.19 (금),노들축제
2023,2023,5,05.20 (토),개교기념일
2023,2023,5,05.23 (화),"1학기 수업일수 3/4 경과, 일반휴학 종료"
2023,2023,5,05.27 (토),부처님 오신날
2023,2023,5,05.29 (월),학교 휴무일 ⇒ 보강일 : 6. 12.(월)
2023,2023,5,05.30 (화),학기개시 90일 경과
2023,2023,6,06.06 (화),현충일 ⇒ 보강일 : 6. 13.(화)
2023,2023,6,06.08 (목),보강일 : 근로자의 날[5. 1.(월)] 보강일
2023,2023,6,06.09 (금),보강일 : 어린이날[5. 5.(금)] 보강일
2023,2023,6,06.12 (월),보강일 : 학교 휴무일[5. 29.(월)] 보강일
2023,2023,6,06.13 (화),보강일 : 현충일[6. 6.(화)] 보강일
2023,2023,6,06.14 (수) ~ 06.20 (화),기말고사
2023,2023,6,06.21 (수) ~ 06.30 (금),"2차 강의평가, 17:00"
2023,2023,6,06.21 (수) ~ 06.27 (화),"성적입력 [21(수) ~27(화), 24:00까지]"
2023,2023,6,06.21 (수) ~ 08.31 (목),하계방학 및 현장실습
2023,2023,6,06.28 (수) ~ 06.30 (금),"성적열람 및 이의 신청 [28(수) ~ 30(금), 17:00]"
2023,2023,6,06.30 (금),[2023학년도 1학기] 성적 확정 18:00
2023,2023,7,07.03 (월) ~ 07.04 (화),[교내 교과목] 계절학기 수강 신청
2023,2023,7,07.05 (수) ~ 07.06 (목),[교내 교과목] 계절학기 등록
2023,2023,7,07.10 (월) ~ 07.12 (수),학점•학기포기 신청
2023,2023,7,07.10 (월) ~ 07.21 (금),[교내 교과목] 계절학기 설강
2023,2023,7,07.13 (목),성적이수표 발송
2023,2023,7,07.17 (월) ~ 07.19 (수),복학원서 접수
2023,2023,7,07.24 (월) ~ 07.26 (수),[2023학년도 2학기] 재입학 원서 접수
2023,2023,7,07.24 (월) ~ 07.26 (수),재학생 전과 신청
2023,2023,7,07.26 (수),[교내 교과목] 계절학기 성적 확정 15:00
2023,2023,7,07.31 (월) ~ 08.02 (수),휴학원서 접수
2023,2023,8,08.04 (금),[교무위원회] 후기 졸업사정회
2023,2023,8,08.09 (수),재입학 등록
2023,2023,8,08.15 (화),광복절
2023,2023,8,08.16 (수) ~ 08.17 (목),재학생•복학생 등록
2023,2023,8,08.18 (금),후기 학위수여식
2023,2023,8,08.21 (월) ~ 08.22 (화),[2•3학년] 2학기 수강 신청
2023,2023,8,08.23 (수) ~ 08.24 (목),등록금 분할납부(1회차)
2023,2023,8,08.23 (수) ~ 08.24 (목),[1학년•학사•석사] 2학기 수강 신청
2023,2023,9,09.01 (금),[2023학년도 2학기] 개강
2023,2023,9,09.06 (수) ~ 09.07 (목),수강신청 정정
2023,2023,9,09.06 (수) ~ 09.07 (목),등록금 분할납부(2회차)
2023,2023,9,09.11 (월) ~ 10.05 (목),수시 1차 모집 원서 접수
2023,2023,9,09.11 (월),졸업보류 등록
2023,2023,9,09.15 (금),복학 만료일
2023,2023,9,09.22 (금),노들체전
2023,2023,9,09.28 (목),추석연휴 ⇒ 보강일 : 10. 26.(목)
2023,2023,9,09.29 (금),추석 ⇒ 보강일 : 10. 27.(금)
2023,2023,9,09.30 (토),학기개시 30일 경과
2023,2023,10,10.02 (월),학교 휴무일 ⇒ 보강일 : 10. 23.(월)
2023,2023,10,10.03 (화),개천절 ⇒ 보강일 : 10. 24.(화)
2023,2023,10,10.04 (수) ~ 10.11 (수),1차 강의평가
2023,2023,10,10.04 (수) ~ 10.05 (목),등록금 분할납부(3회차)
2023,2023,10,10.09 (월),한글날 ⇒ 보강일 : 10. 25.(수)
2023,2023,10,10.23 (월),보강일 : 학교 휴무일[10. 2.(월)] 보강일
2023,2023,10,10.24 (화) ~ 10.27 (금),2023 동양미래EXPO(제41회 학생졸업작품 전시회)
2023,2023,10,10.24 (화),보강일 : 개천절[10. 3.(화)] 보강일
2023,2023,10,10.25 (수),보강일 : 한글날[10. 9.(월)] 보강일
2023,2023,10,10.26 (목),보강일 : 추석연휴[9. 28.(목)] 보강일
2023,2023,10,10.27 (금),보강일 : 추석[9. 29.(금)] 보강일
2023,2023,10,10.30 (월) ~ 11.01 (수),3년제 학과 수업연한 연장 신청
2023,2023,10,10.30 (월),[교무위원회] 입학 사정회 11:00
2023,2023,10,10.30 (월),학기개시 60일 경과
2023,2023,10,10.30 (월) ~ 11.03 (금),중간고사
2023,2023,10,10.31 (화),수시 1차 모집 합격자 발표 16:00
2023,2023,11,11.08 (수) ~ 11.09 (목),등록금 분할납부(4회차)
2023,2023,11,11.10 (금) ~ 11.24 (금),수시 2차 모집 원서 접수
2023,2023,11,11.27 (월),"2학기 수업일수 3/4 경과, 일반휴학 종료"
2023,2023,11,11.29 (수),학기개시 90일 경과
2023,2023,12,12.11 (월),[교무위원회] 입학 사정회 11:00
2023,2023,12,12.13 (수),수시 2차 모집 합격자 발표 16:00
2023,2023,12,12.15 (금) ~ 12.21 (목),기말고사
2023,2023,12,12.18 (월) ~ 12.21 (목),수시예치금 등록
2023,2023,12,12.22 (금) ~ 01.03 (수),"2차 강의평가, 17:00"
2023,2023,12,12.22 (금) ~ 12.28 (목),성적입력
2023,2023,12,12.22 (금) ~ 02.29 (목),동계방학
2023,2023,12,12.25 (월),성탄절
2023,2023,12,12.29 (금) ~ 01.03 (수),"성적열람 및 이의 신청, 17:00"
2023,2024,1,01.01 (월),신정
2023,2024,1,01.02 (화),시무식
2023,2024,1,01.03 (수) ~ 01.15 (월),정시모집 원서 접수
2023,2024,1,01.03 (수),[2023학년도 2학기] 성적 확정 18:00
2023,2024,1,01.04 (목) ~ 01.05 (금),[교내 교과목] 계절학기 수강 신청
2023,2024,1,01.08 (월) ~ 01.10 (수),학점•학기포기 신청
2023,2024,1,01.08 (월) ~ 01.09 (화),[교내 교과목] 계절학기 등록
2023,2024,1,01.10 (수) ~ 01.23 (화),[교내 교과목] 계절학기 설강
2023,2024,1,01.11 (목),성적이수표 발송
2023,2024,1,01.15 (월) ~ 01.17 (수),복학원서 접수
2023,2024,1,01.22 (월) ~ 01.24 (수),재학생 전과 신청
2023,2024,1,01.22 (월) ~ 01.24 (수),[2024학년도 1학기] 재입학 원서 접수
2023,2024,1,01.26 (금),"[교내 교과목] 계절학기 성적 확정 ,15:00"
2023,2024,1,01.31 (수) ~ 02.02 (금),휴학원서 접수
2023,2024,2,02.05 (월),[교무위원회] 졸업·진급·입학 사정회 11:00
2023,2024,2,02.06 (화),정시모집 합격자 발표 16:00
2023,2024,2,02.07 (수) ~ 02.13 (화),정시 신입생 등록
2023,2024,2,02.07 (수),재입학 등록
2023,2024,2,02.09 (금),설날 연휴
2023,2024,2,02.12 (월),설날 대체휴무
2023,2024,2,02.14 (수) ~ 02.15 (목),재학생•복학생 등록
2023,2024,2,02.15 (목) ~ 02.19 (월),정원외 모집 원서 추가접수
2023,2024,2,02.16 (금),제55회 학위수여식 11:00
2023,2024,2,02.19 (월) ~ 02.20 (화),[2•3학년] 1학기 수강 신청
2023,2024,2,02.21 (수),[교무위원회] 입학 사정회 11:00
2023,2024,2,02.21 (수) ~ 02.22 (목),등록금 분할납부(1회차)
2023,2024,2,02.21 (수) ~ 02.22 (목),[1학년•학사•석사] 1학기 수강 신청
2023,2024,2,02.22 (목),정원외 모집 합격자 발표 16:00
2024,2024,3,03.01 (금),삼일절
2024,2024,3,03.04 (월),[2024학년도 1학기] 개강
2024,2024,3,03.06 (수) ~ 03.07 (목),등록금 분할납부(2회차)
2024,2024,3,03.07 (목) ~ 03.08 (금),수강신청 정정
2024,2024,3,03.13 (수),졸업보류 등록
2024,2024,3,03.13 (수) ~ 03.15 (금),조기졸업 신청
2024,2024,3,03.22 (금),복학 만료일
2024,2024,4,04.01 (월) ~ 04.07 (일),1차 강의평가
2024,2024,4,04.02 (화),학기개시 후 30일차
2024,2024,4,04.03 (수) ~ 04.04 (목),등록금 분할납부(3회차)
2024,2024,4,04.10 (수),22대 국회의원 선거 ⇒ 보강일 : 5. 14(화)
2024,2024,4,04.22 (월) ~ 04.26 (금),중간고사
2024,2024,4,04.29 (월) ~ 04.30 (화),3년제 학과 수업연한 연장 신청
2024,2024,5,05.01 (수),근로자의 날 ⇒ 보강일 : 6. 12(수)
2024,2024,5,05.02 (목),학기개시 후 60일차
2024,2024,5,05.05 (일),어린이날
2024,2024,5,05.06 (월),어린이날 대체휴일 ⇒ 보강일 : 5. 13(월)
2024,2024,5,05.08 (수) ~ 05.09 (목),등록금 분할납부(4회차)
2024,2024,5,05.13 (월),보강일 : 어린이날 대체휴일[5. 6.(월)] 보강일
2024,2024,5,05.14 (화),보강일 : 22대 국회의원 선거[4. 10.(수)] 보강일
2024,2024,5,05.15 (수),부처님 오신 날 ⇒ 보강일 : 6. 14(금)
2024,2024,5,05.16 (목) ~ 05.17 (금),노들축제
2024,2024,5,05.20 (월),개교기념일 ⇒ 보강일 : 6. 17(월)
2024,2024,5,05.28 (화),"1학기 수업일수 3/4 경과, 일반휴학 종료"
2024,2024,6,06.01 (토),학기개시 후 90일차
2024,2024,6,06.06 (목),현충일 ⇒ 보강일 : 6. 13(목)
2024,2024,6,06.12 (수),보강일 : 근로자의 날[5. 1(수)] 보강일
2024,2024,6,06.13 (목),보강일 : 현충일[6. 6(목)] 보강일
2024,2024,6,06.14 (금),보강일 : 부처님 오신 날[5. 15(수)] 보강일
2024,2024,6,06.17 (월),보강일 : 개교기념일[5. 20(월)] 보강일
2024,2024,6,06.18 (화) ~ 06.24 (월),기말고사
2024,2024,6,06.25 (화) ~ 07.04 (목),"2차 강의평가, 17:00"
2024,2024,6,06.25 (화) ~ 08.31 (토),하계방학 및 현장실습
2024,2024,6,06.25 (화) ~ 07.01 (월),"성적입력 [6. 25(화) ~7. 1(월), 24:00까지]"
2024,2024,7,07.02 (화) ~ 07.04 (목),"성적열람 및 이의 신청 [2(화) ~ 4(목), 17:00]"
2024,2024,7,07.04 (목),[2024학년도 1학기] 성적 확정 18:00
2024,2024,7,07.08 (월) ~ 07.09 (화),계절학기 수강 신청
2024,2024,7,07.08 (월) ~ 07.10 (수),학점•학기포기 신청
2024,2024,7,07.10 (수) ~ 07.11 (목),계절학기 등록
2024,2024,7,07.11 (목),성적이수표 발송
2024,2024,7,07.15 (월) ~ 07.26 (금),계절학기 설강
2024,2024,7,07.15 (월) ~ 07.17 (수),복학원서 접수
2024,2024,7,07.22 (월) ~ 07.24 (수),재학생 전과 신청
2024,2024,7,07.22 (월) ~ 07.24 (수),[2024학년도 2학기] 재입학 원서 접수
2024,2024,7,07.29 (월) ~ 07.31 (수),휴학원서 접수
2024,2024,7,07.31 (수),계절학기 성적 확정 15:00
2024,2024,8,08.06 (화),후기 졸업사정회 11:00
2024,2024,8,08.07 (수),재입학 등록
2024,2024,8,08.15 (목),광복절
2024,2024,8,08.16 (금),후기 학위수여식
2024,2024,8,08.19 (월) ~ 08.20 (화),[2•3학년] 2학기 수강 신청
2024,2024,8,08.21 (수) ~ 08.22 (목),재학생•복학생 등록
2024,2024,8,08.21 (수) ~ 08.22 (목),[1학년•학사•석사] 2학기 수강 신청
2024,2024,8,08.28 (수) ~ 08.29 (목),등록금 분할납부(1회차)
